sampleNumber	sampleNameNumber	sampleName	treatment	time	replicate	antibody	readout	cv	quality
4	S004	A2058 	combo	1hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.349877684	0.063149536	Good
5	S005	A2058 	DMSO	3.5hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.455063791	0.028996706	Good
6	S006	A2058 	901	6hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.304231489	0.062603903	Good
7	S007	A2058 	4032	6hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.457072857	0.044434013	Good
8	S008	A2058 	combo	6hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.245208889	0.063587358	Good
9	S009	A2058 	DMSO	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.296063349	0.030148422	Good
10	S010	A2058 	901	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.272405637	0.044369687	Good
11	S011	A2058 	4032	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.507380394	0.033348646	Good
12	S012	A2058 	combo	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.260332426	0.031487362	Good
13	S013	A2058 	DMSO	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.331579369	0.0457393	Good
14	S014	A2058 	901	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.308190083	0.036723346	Good
15	S015	A2058 	4032	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.333066643	0.039856131	Good
16	S016	A2058 	combo	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.438743201	0.054457421	Good
17	S017	A2058 	DMSO	3.5hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.849809563	0.031031196	Good
18	S018	A2058 	901	6hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.355450331	0.029657785	Good
19	S019	A2058 	4032	6hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.482993945	0.029076436	Good
20	S020	A2058 	combo	6hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.398225909	0.047530948	Good
21	S021	A2058 	DMSO	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	1.490150411	0.031455672	Good
22	S022	A2058 	901	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.277337022	0.032724262	Undet.
23	S023	A2058 	4032	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.311340902	0.03651064	Good
24	S024	A2058 	combo	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.247214091	0.037907689	Good
25	S025	A375	DMSO	1hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.108697157	0.028907654	Good
26	S026	A375	901	1hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.551367385	0.031010845	Good
27	S027	A375	4032	1hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.458662829	0.03257223	Good
28	S028	A375	combo	1hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.422073042	0.026555797	Good
29	S029	A375	DMSO	3.5hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	1.922581171	0.029794379	Good
30	S030	A375	901	6hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.412541065	0.032814309	Undet.
31	S031	A375	4032	6hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.492871386	0.043766515	Good
32	S032	A375	combo	6hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.382671883	0.034828476	Good
33	S033	A375	DMSO	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	1.850516955	0.029053465	Good
34	S034	A375	901	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.28229858	0.037787357	Good
35	S035	A375	4032	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.372933033	0.048554388	Good
36	S036	A375	combo	24hr	rep1	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.257751275	0.075869987	Undet.
37	S037	A375	DMSO	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.439812435	0.043030672	Good
38	S038	A375	901	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.559417398	0.075236307	Good
39	S039	A375	4032	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.570457671	0.038910036	Good
40	S040	A375	combo	1hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.586555472	0.061833372	Good
41	S041	A375	DMSO	3.5hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	1.843757944	0.034207142	Good
42	S042	A375	901	6hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.42243503	0.02958155	Good
43	S043	A375	4032	6hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.46484383	0.04925278	Good
44	S044	A375	combo	6hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.396881551	0.028874808	Good
45	S045	A375	DMSO	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	2.296508556	0.04081385	Good
46	S046	A375	901	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.409890814	0.034029027	Good
47	S047	A375	4032	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.526707869	0.053738747	Good
48	S048	A375	combo	24hr	rep2	p44/42 MAPK (Erk1/2) (phospho-Thr202/Thr185,Tyr204/Tyr187))	0.468742632	0.031398167	Good
1	S001	A2058 	DMSO	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	14.13301124	0.072983435	Good
2	S002	A2058 	901	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	11.57367516	0.100022663	Good
3	S003	A2058 	4032	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	14.28024574	0.0725043	Good
4	S004	A2058 	combo	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	14.24399893	0.064259074	Good
5	S005	A2058 	DMSO	3.5hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	14.35598238	0.033476287	Undet.
6	S006	A2058 	901	6hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	8.93232115	0.124053165	Good
7	S007	A2058 	4032	6hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	12.41126167	0.036225712	Good
8	S008	A2058 	combo	6hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	6.626215573	0.158446897	Good
9	S009	A2058 	DMSO	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	10.31488683	0.085930021	Good
10	S010	A2058 	901	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	10.5586366	0.026883324	Undet.
11	S011	A2058 	4032	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	10.86864718	0.028749349	Good
12	S012	A2058 	combo	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	10.53365802	0.113609731	Good
13	S013	A2058 	DMSO	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	14.09095495	0.049879382	Good
14	S014	A2058 	901	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	9.980525974	0.054892158	Good
15	S015	A2058 	4032	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	10.78182878	0.050749152	Good
16	S016	A2058 	combo	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.2466739	0.032754965	Good
17	S017	A2058 	DMSO	3.5hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	17.36127055	0.040885268	Good
18	S018	A2058 	901	6hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	12.30000317	0.074023409	Good
19	S019	A2058 	4032	6hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	12.97726386	0.06356527	Good
20	S020	A2058 	combo	6hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	13.86191783	0.05263422	Good
21	S021	A2058 	DMSO	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	7.7339329	0.03944607	Good
22	S022	A2058 	901	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	9.854083783	0.045631866	Good
23	S023	A2058 	4032	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	6.865962732	0.116855909	Good
24	S024	A2058 	combo	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	7.501806819	0.060616757	Good
25	S025	A375	DMSO	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	18.79722918	0.032730188	Good
26	S026	A375	901	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.87901601	0.053095568	Good
27	S027	A375	4032	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	15.75874932	0.051513054	Good
28	S028	A375	combo	1hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	15.56716425	0.072809366	Good
29	S029	A375	DMSO	3.5hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.37994767	0.022661017	Undet.
30	S030	A375	901	6hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	13.46775911	0.041975638	Good
31	S031	A375	4032	6hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.6350227	0.064635291	Good
32	S032	A375	combo	6hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	12.92275976	0.037766496	Good
33	S033	A375	DMSO	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	13.24152546	0.052387269	Good
34	S034	A375	901	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	11.20391971	0.097387101	Good
35	S035	A375	4032	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	10.65147263	0.065493269	Good
36	S036	A375	combo	24hr	rep1	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	9.379169854	0.070465859	Good
37	S037	A375	DMSO	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	21.3836179	0.048371668	Undet.
38	S038	A375	901	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	18.01295916	0.071254015	Good
39	S039	A375	4032	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.23973128	0.047218614	Good
40	S040	A375	combo	1hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	22.7540861	0.061441801	Good
41	S041	A375	DMSO	3.5hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.38423676	0.093495259	Good
42	S042	A375	901	6hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	13.1348008	0.053864791	Good
43	S043	A375	4032	6hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	18.02896186	0.045496952	Good
44	S044	A375	combo	6hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	14.4968505	0.029659089	Good
45	S045	A375	DMSO	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	18.92760722	0.038464465	Good
46	S046	A375	901	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	16.22280127	0.032785616	Good
47	S047	A375	4032	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	17.44074857	0.029514249	Good
48	S048	A375	combo	24hr	rep2	p90 S6 kinase (Rsk1-3) (phospho-Thr359,Ser363)	15.51915008	0.081128196	Good
1	S001	A2058 	DMSO	1hr	rep1	Akt	1.043954573	0.035252346	Good
2	S002	A2058 	901	1hr	rep1	Akt	0.989634429	0.041011645	Good
3	S003	A2058 	4032	1hr	rep1	Akt	1.09118153	0.091466472	Good
4	S004	A2058 	combo	1hr	rep1	Akt	1.068044942	0.04052406	Good
5	S005	A2058 	DMSO	3.5hr	rep1	Akt	1.089070161	0.050406219	Good
6	S006	A2058 	901	6hr	rep1	Akt	0.920697235	0.042739213	Good
7	S007	A2058 	4032	6hr	rep1	Akt	0.824471611	0.064477466	Good
8	S008	A2058 	combo	6hr	rep1	Akt	0.693154777	0.058483255	Good
9	S009	A2058 	DMSO	24hr	rep1	Akt	1.087366474	0.048046273	Good
10	S010	A2058 	901	24hr	rep1	Akt	0.577840129	0.04948642	Good
11	S011	A2058 	4032	24hr	rep1	Akt	0.764756164	0.034971098	Good
12	S012	A2058 	combo	24hr	rep1	Akt	0.78370288	0.053289261	Good
13	S013	A2058 	DMSO	1hr	rep2	Akt	1.030193761	0.037940362	Good
14	S014	A2058 	901	1hr	rep2	Akt	0.944783273	0.038892624	Good
15	S015	A2058 	4032	1hr	rep2	Akt	0.923507205	0.031631176	Good
16	S016	A2058 	combo	1hr	rep2	Akt	1.15279896	0.028758074	Good
17	S017	A2058 	DMSO	3.5hr	rep2	Akt	1.284825447	0.054469133	Good
18	S018	A2058 	901	6hr	rep2	Akt	1.013642421	0.035263394	Good
19	S019	A2058 	4032	6hr	rep2	Akt	1.014183444	0.035601393	Good
20	S020	A2058 	combo	6hr	rep2	Akt	1.022728977	0.039875606	Good
21	S021	A2058 	DMSO	24hr	rep2	Akt	0.581042253	0.043062648	Good
22	S022	A2058 	901	24hr	rep2	Akt	0.569963025	0.034861344	Good
23	S023	A2058 	4032	24hr	rep2	Akt	0.435955968	0.035789202	Undet.
24	S024	A2058 	combo	24hr	rep2	Akt	0.558754832	0.054121853	Undet.
25	S025	A375	DMSO	1hr	rep1	Akt	1.276614503	0.037320308	Good
26	S026	A375	901	1hr	rep1	Akt	1.412274521	0.031559236	Good
27	S027	A375	4032	1hr	rep1	Akt	1.171536071	0.027921801	Good
28	S028	A375	combo	1hr	rep1	Akt	1.180998996	0.026926082	Undet.
29	S029	A375	DMSO	3.5hr	rep1	Akt	1.020462467	0.028388236	Good
30	S030	A375	901	6hr	rep1	Akt	1.054190709	0.027237203	Good
31	S031	A375	4032	6hr	rep1	Akt	1.110152921	0.027307971	Good
32	S032	A375	combo	6hr	rep1	Akt	0.903776149	0.02917553	Good
33	S033	A375	DMSO	24hr	rep1	Akt	0.868033606	0.027562031	Good
34	S034	A375	901	24hr	rep1	Akt	0.582162756	0.038764121	Good
35	S035	A375	4032	24hr	rep1	Akt	0.663868325	0.036048774	Good
36	S036	A375	combo	24hr	rep1	Akt	0.641524764	0.038518049	Good
37	S037	A375	DMSO	1hr	rep2	Akt	1.262915467	0.050509926	Good
38	S038	A375	901	1hr	rep2	Akt	1.111744707	0.02604706	Good
39	S039	A375	4032	1hr	rep2	Akt	1.161758772	0.024635822	Good
40	S040	A375	combo	1hr	rep2	Akt	1.383797439	0.034019315	Good
41	S041	A375	DMSO	3.5hr	rep2	Akt	0.90191424	0.028525007	Good
42	S042	A375	901	6hr	rep2	Akt	0.77827037	0.030045107	Good
43	S043	A375	4032	6hr	rep2	Akt	0.978173334	0.026844752	Good
44	S044	A375	combo	6hr	rep2	Akt	0.817596342	0.039974303	Good
45	S045	A375	DMSO	24hr	rep2	Akt	1.01297458	0.042077864	Good
46	S046	A375	901	24hr	rep2	Akt	0.777199154	0.037770957	Good
47	S047	A375	4032	24hr	rep2	Akt	0.876352631	0.027399484	Good
48	S048	A375	combo	24hr	rep2	Akt	0.9326239	0.032082728	Good
1	S001	A2058 	DMSO	1hr	rep1	PARP (cleaved-Asp214)	0.056202548	0.058871253	Good
2	S002	A2058 	901	1hr	rep1	PARP (cleaved-Asp214)	0.039602048	0.067930925	Good
3	S003	A2058 	4032	1hr	rep1	PARP (cleaved-Asp214)	0.007387275	0.987467699	Poor
4	S004	A2058 	combo	1hr	rep1	PARP (cleaved-Asp214)	0.045427341	0.045776738	Good
5	S005	A2058 	DMSO	3.5hr	rep1	PARP (cleaved-Asp214)	0.037115728	0.03590819	Good
6	S006	A2058 	901	6hr	rep1	PARP (cleaved-Asp214)	0.045265283	0.038299197	Good
7	S007	A2058 	4032	6hr	rep1	PARP (cleaved-Asp214)	0.046564292	0.05196674	Good
8	S008	A2058 	combo	6hr	rep1	PARP (cleaved-Asp214)	0.027192213	0.042920562	Undet.
9	S009	A2058 	DMSO	24hr	rep1	PARP (cleaved-Asp214)	0.053138474	0.027947419	Good
10	S010	A2058 	901	24hr	rep1	PARP (cleaved-Asp214)	0.090540209	0.051433472	Good
11	S011	A2058 	4032	24hr	rep1	PARP (cleaved-Asp214)	0.060051371	0.050506103	Good
12	S012	A2058 	combo	24hr	rep1	PARP (cleaved-Asp214)	0.139226646	0.035753104	Good
13	S013	A2058 	DMSO	1hr	rep2	PARP (cleaved-Asp214)	0.051216636	0.034897387	Undet.
14	S014	A2058 	901	1hr	rep2	PARP (cleaved-Asp214)	0.044291728	0.053662988	Good
15	S015	A2058 	4032	1hr	rep2	PARP (cleaved-Asp214)	0.050903315	0.07411205	Good
16	S016	A2058 	combo	1hr	rep2	PARP (cleaved-Asp214)	0.067381847	0.034218535	Good
17	S017	A2058 	DMSO	3.5hr	rep2	PARP (cleaved-Asp214)	0.053593995	0.032924167	Good
18	S018	A2058 	901	6hr	rep2	PARP (cleaved-Asp214)	0.067817124	0.035998472	Good
19	S019	A2058 	4032	6hr	rep2	PARP (cleaved-Asp214)	0.063156664	0.024848822	Good
20	S020	A2058 	combo	6hr	rep2	PARP (cleaved-Asp214)	0.06178777	0.044604635	Good
21	S021	A2058 	DMSO	24hr	rep2	PARP (cleaved-Asp214)	0.044532474	0.043487394	Good
22	S022	A2058 	901	24hr	rep2	PARP (cleaved-Asp214)	0.113017543	0.043285255	Good
23	S023	A2058 	4032	24hr	rep2	PARP (cleaved-Asp214)	0.041519604	0.031906193	Good
24	S024	A2058 	combo	24hr	rep2	PARP (cleaved-Asp214)	0.09192624	0.045899057	Good
25	S025	A375	DMSO	1hr	rep1	PARP (cleaved-Asp214)	0.049318003	0.084031518	Undet.
26	S026	A375	901	1hr	rep1	PARP (cleaved-Asp214)	0.064797939	0.104733761	Undet.
27	S027	A375	4032	1hr	rep1	PARP (cleaved-Asp214)	0.061243406	0.037716548	Good
28	S028	A375	combo	1hr	rep1	PARP (cleaved-Asp214)	0.049316652	0.031991715	Good
29	S029	A375	DMSO	3.5hr	rep1	PARP (cleaved-Asp214)	0.045760189	0.031705163	Good
30	S030	A375	901	6hr	rep1	PARP (cleaved-Asp214)	0.060100478	0.034221157	Good
31	S031	A375	4032	6hr	rep1	PARP (cleaved-Asp214)	0.04832374	0.056184335	Good
32	S032	A375	combo	6hr	rep1	PARP (cleaved-Asp214)	0.035763407	0.1072479	Good
33	S033	A375	DMSO	24hr	rep1	PARP (cleaved-Asp214)	0.06450453	0.030886273	Good
34	S034	A375	901	24hr	rep1	PARP (cleaved-Asp214)	0.057806208	0.082940539	Good
35	S035	A375	4032	24hr	rep1	PARP (cleaved-Asp214)	0.039335303	0.073617723	Undet.
36	S036	A375	combo	24hr	rep1	PARP (cleaved-Asp214)	0.037453842	0.036143767	Undet.
37	S037	A375	DMSO	1hr	rep2	PARP (cleaved-Asp214)	0.058554049	0.039802482	Undet.
38	S038	A375	901	1hr	rep2	PARP (cleaved-Asp214)	0.044638713	0.095145435	Undet.
39	S039	A375	4032	1hr	rep2	PARP (cleaved-Asp214)	0.03925626	0.112578942	Undet.
40	S040	A375	combo	1hr	rep2	PARP (cleaved-Asp214)	0.069658894	0.024904789	Good
41	S041	A375	DMSO	3.5hr	rep2	PARP (cleaved-Asp214)	0.052498908	0.044705069	Undet.
42	S042	A375	901	6hr	rep2	PARP (cleaved-Asp214)	0.048716969	0.035542541	Good
43	S043	A375	4032	6hr	rep2	PARP (cleaved-Asp214)	0.055381295	0.036354995	Undet.
44	S044	A375	combo	6hr	rep2	PARP (cleaved-Asp214)	0.040526247	0.073191922	Good
45	S045	A375	DMSO	24hr	rep2	PARP (cleaved-Asp214)	0.076034784	0.031466139	Undet.
46	S046	A375	901	24hr	rep2	PARP (cleaved-Asp214)	0.069031162	0.046876259	Good
47	S047	A375	4032	24hr	rep2	PARP (cleaved-Asp214)	0.052819038	0.145451515	Good
48	S048	A375	combo	24hr	rep2	PARP (cleaved-Asp214)	0.074373002	0.085494693	Undet.
1	S001	A2058 	DMSO	1hr	rep1	IGF-1R	0.132814851	0.024737937	Good
2	S002	A2058 	901	1hr	rep1	IGF-1R	0.138864562	0.033145459	Good
3	S003	A2058 	4032	1hr	rep1	IGF-1R	0.166818653	0.027402775	Good
4	S004	A2058 	combo	1hr	rep1	IGF-1R	0.120397384	0.028413562	Good
5	S005	A2058 	DMSO	3.5hr	rep1	IGF-1R	0.141272081	0.0280422	Good
6	S006	A2058 	901	6hr	rep1	IGF-1R	0.110531175	0.038786945	Good
7	S007	A2058 	4032	6hr	rep1	IGF-1R	0.117853854	0.028493254	Good
8	S008	A2058 	combo	6hr	rep1	IGF-1R	0.09687156	0.037260384	Good
9	S009	A2058 	DMSO	24hr	rep1	IGF-1R	0.130693755	0.036391266	Good
10	S010	A2058 	901	24hr	rep1	IGF-1R	0.11678017	0.056949655	Undet.
11	S011	A2058 	4032	24hr	rep1	IGF-1R	0.113895652	0.027971537	Good
12	S012	A2058 	combo	24hr	rep1	IGF-1R	0.113006069	0.025651466	Good
13	S013	A2058 	DMSO	1hr	rep2	IGF-1R	0.142769519	0.05176292	Good
14	S014	A2058 	901	1hr	rep2	IGF-1R	0.124530033	0.053581903	Good
15	S015	A2058 	4032	1hr	rep2	IGF-1R	0.116534344	0.033680228	Good
16	S016	A2058 	combo	1hr	rep2	IGF-1R	0.146885305	0.022922637	Good
17	S017	A2058 	DMSO	3.5hr	rep2	IGF-1R	0.148309716	0.03097409	Good
18	S018	A2058 	901	6hr	rep2	IGF-1R	0.135520891	0.023146128	Good
19	S019	A2058 	4032	6hr	rep2	IGF-1R	0.147414575	0.023027035	Good
20	S020	A2058 	combo	6hr	rep2	IGF-1R	0.128186285	0.045803434	Good
21	S021	A2058 	DMSO	24hr	rep2	IGF-1R	0.091695572	0.02872012	Good
22	S022	A2058 	901	24hr	rep2	IGF-1R	0.121182091	0.022073447	Good
23	S023	A2058 	4032	24hr	rep2	IGF-1R	0.08178245	0.043169979	Good
24	S024	A2058 	combo	24hr	rep2	IGF-1R	0.093385872	0.028413257	Good
25	S025	A375	DMSO	1hr	rep1	IGF-1R	0.231018108	0.022124177	Good
26	S026	A375	901	1hr	rep1	IGF-1R	0.23793883	0.072808127	Good
27	S027	A375	4032	1hr	rep1	IGF-1R	0.190792923	0.029980017	Good
28	S028	A375	combo	1hr	rep1	IGF-1R	0.198698616	0.034157971	Good
29	S029	A375	DMSO	3.5hr	rep1	IGF-1R	0.190433522	0.029375356	Good
30	S030	A375	901	6hr	rep1	IGF-1R	0.191001166	0.029998834	Good
31	S031	A375	4032	6hr	rep1	IGF-1R	0.217721824	0.022919965	Good
32	S032	A375	combo	6hr	rep1	IGF-1R	0.167588043	0.025354324	Good
33	S033	A375	DMSO	24hr	rep1	IGF-1R	0.177989873	0.024497635	Good
34	S034	A375	901	24hr	rep1	IGF-1R	0.13980244	0.032487688	Good
35	S035	A375	4032	24hr	rep1	IGF-1R	0.149624808	0.035337039	Good
36	S036	A375	combo	24hr	rep1	IGF-1R	0.127935197	0.040524704	Good
37	S037	A375	DMSO	1hr	rep2	IGF-1R	0.221133228	0.051273684	Good
38	S038	A375	901	1hr	rep2	IGF-1R	0.207137894	0.028715744	Good
39	S039	A375	4032	1hr	rep2	IGF-1R	0.193502196	0.027681836	Good
40	S040	A375	combo	1hr	rep2	IGF-1R	0.219250974	0.026472339	Good
41	S041	A375	DMSO	3.5hr	rep2	IGF-1R	0.175170468	0.035612322	Good
42	S042	A375	901	6hr	rep2	IGF-1R	0.146935137	0.028041	Good
43	S043	A375	4032	6hr	rep2	IGF-1R	0.18298028	0.02188605	Good
44	S044	A375	combo	6hr	rep2	IGF-1R	0.168437049	0.047036149	Good
45	S045	A375	DMSO	24hr	rep2	IGF-1R	0.18771199	0.031535332	Good
46	S046	A375	901	24hr	rep2	IGF-1R	0.158863982	0.035337214	Good
47	S047	A375	4032	24hr	rep2	IGF-1R	0.152485001	0.061275481	Good
48	S048	A375	combo	24hr	rep2	IGF-1R	0.172787372	0.040812508	Good
1	S001	A2058 	DMSO	1hr	rep1	Ki-67 (Annexin II, p36)	0.509575631	0.030970156	Good
2	S002	A2058 	901	1hr	rep1	Ki-67 (Annexin II, p36)	0.509322754	0.04855046	Good
3	S003	A2058 	4032	1hr	rep1	Ki-67 (Annexin II, p36)	0.553115495	0.048006682	Good
4	S004	A2058 	combo	1hr	rep1	Ki-67 (Annexin II, p36)	0.566572123	0.05539607	Good
5	S005	A2058 	DMSO	3.5hr	rep1	Ki-67 (Annexin II, p36)	0.524193725	0.087105024	Good
6	S006	A2058 	901	6hr	rep1	Ki-67 (Annexin II, p36)	0.345578814	0.05591217	Good
7	S007	A2058 	4032	6hr	rep1	Ki-67 (Annexin II, p36)	0.458351098	0.046733748	Good
8	S008	A2058 	combo	6hr	rep1	Ki-67 (Annexin II, p36)	0.369381717	0.089708018	Good
9	S009	A2058 	DMSO	24hr	rep1	Ki-67 (Annexin II, p36)	0.483635974	0.062452169	Good
10	S010	A2058 	901	24hr	rep1	Ki-67 (Annexin II, p36)	0.35708378	0.086324381	Good
11	S011	A2058 	4032	24hr	rep1	Ki-67 (Annexin II, p36)	0.387693382	0.09820353	Good
