sampleNumber	sampleName	treatment	time	antibody	readout	cv	quality	normReadout
3	Mel133	Nt	5min	Cyclin-D1	2.1093275697272	0.0357850199820371	Good	41.1291014722371
4	Mel133	PLX	5min	Cyclin-D1	2.15832768856591	0.0590572101908822	Good	23.8882226310997
5	Mel133	SR	5min	Cyclin-D1	2.23521734574736	0.0648346637906388	Good	35.6165342792834
6	Mel133	St	5min	Cyclin-D1	2.27579259600367	0.0775110959930472	Good	86.3600889623345
7	Mel133	Tm 	5min	Cyclin-D1	1.99390942903934	0.0625774854869096	Good	76.2825270895259
8	Mel133	991	5min	Cyclin-D1	2.27405159402065	0.0374176973386604	Good	3.25361436276054
9	Mel133	901	15min	Cyclin-D1	1.7555209825006	0.0419215644032191	Undet.	4.77604821669495
10	Mel133	AK	15min	Cyclin-D1	1.64019444622874	0.100933592987919	Good	6.2723471092467
11	Mel133	Nt	15min	Cyclin-D1	1.65612668193763	0.0456624293265614	Undet.	0.821914468585847
12	Mel133	PLX	15min	Cyclin-D1	1.95356236461602	0.040754703915218	Good	6.75682870546799
13	Mel133	SR	15min	Cyclin-D1	1.8337873287649	0.0761072451973433	Good	13.5581870000651
14	Mel133	St	15min	Cyclin-D1	1.67574195342731	0.0621369391962774	Good	7.44937103131941
15	Mel133	Tm 	15min	Cyclin-D1	1.53840029073641	0.0413273735579496	Good	1.23476456305752
16	Mel133	991	15min	Cyclin-D1	2.14704303455228	0.0819620638899448	Good	1.28006234358056
17	Mel133	901	30min	Cyclin-D1	1.586618344767	0.06283222339173	Good	1.09093138371908
18	Mel133	AK	30min	Cyclin-D1	1.5537326305371	0.0543908628204526	Good	1.02913626640901
19	Mel133	Nt	30min	Cyclin-D1	1.70221235986351	0.061334891102965	Good	0.682957371626142
20	Mel133	PLX	30min	Cyclin-D1	2.01403834830842	0.0476167108973259	Good	1.12273616832497
21	Mel133	SR	30min	Cyclin-D1	1.87517212288443	0.0481917602372339	Good	0.960450269731659
22	Mel133	St	30min	Cyclin-D1	2.02275926477105	0.13463892216607	Good	20.7985299189633
23	Mel133	Tm 	30min	Cyclin-D1	1.86718288185635	0.0403705562976318	Good	29.8848784885955
24	Mel133	991	30min	Cyclin-D1	1.78352080748474	0.0599532747283043	Good	22.6939890388584
25	Mel133	901	1hr	Cyclin-D1	1.89962519954031	0.0485130949561867	Good	22.6655259595772
26	Mel133	AK	1hr	Cyclin-D1	1.59205577307581	0.0999564354239552	Undet.	11.0356426782335
27	Mel133	Nt	1hr	Cyclin-D1	2.08129689296073	0.0840585239986674	Good	18.7897886895267
28	Mel133	PLX	1hr	Cyclin-D1	1.92303850035204	0.0822439436672118	Undet.	30.226352268411
29	Mel133	SR	1hr	Cyclin-D1	1.92296682831004	0.0536971206634304	Good	8.51606340501072
30	Mel133	St	1hr	Cyclin-D1	2.19133031274564	0.0548303985378299	Good	9.87972526892819
31	Mel133	Tm 	1hr	Cyclin-D1	2.02209673453819	0.0501792186772581	Good	17.5950095380384
32	Mel133	991	1hr	Cyclin-D1	3.25205713842461	0.0459676972000929	Good	17.2386682887351
33	Mel133	901	12hr	Cyclin-D1	0.281639438962664	0.0528950927090197	Good	10.9204950713055
34	Mel133	AK	12hr	Cyclin-D1	1.21296195271847	0.0456394445957388	Good	14.0900026217042
35	Mel133	Nt	12hr	Cyclin-D1	1.98120848709628	0.0400350429657035	Good	30.1984499674173
36	Mel133	PLX	12hr	Cyclin-D1	0.421623913144803	0.0762755648438674	Good	13.6833779845842
37	Mel133	SR	12hr	Cyclin-D1	0.911137044709368	0.070976864665832	Undet.	5.18677874632459
38	Mel133	St	12hr	Cyclin-D1	1.03857249701942	0.069666235769848	Good	6.78562487053719
39	Mel133	Tm 	12hr	Cyclin-D1	1.29116880065926	0.0620542530644889	Good	10.4626070716912
40	Mel133	991	12hr	Cyclin-D1	3.10582662301727	0.0487018292188282	Good	8.60284896952064
41	Mel133	901	24hr	Cyclin-D1	0.357450226367051	0.067476630812465	Good	7.52332115195264
42	Mel133	AK	24hr	Cyclin-D1	0.821922582380131	0.0564686394209459	Undet.	9.61960580793814
43	Mel133	Nt	24hr	Cyclin-D1	1.87176768334735	0.0551123798240003	Good	14.1469668916435
44	Mel133	PLX	24hr	Cyclin-D1	0.725168111716121	0.0563254391124037	Undet.	8.75597582537322
45	Mel133	SR	24hr	Cyclin-D1	1.38463097609676	0.053114398197639	Good	11.0288152046474
46	Mel133	St	24hr	Cyclin-D1	1.77013956452633	0.0808563437205622	Good	9.90645939460581
47	Mel133	Tm 	24hr	Cyclin-D1	1.78040399378371	0.0643179944089292	Good	6.26511790396535
48	Mel133	991	24hr	Cyclin-D1	4.40282595949964	0.0599879182122244	Good	5.19247511583345
49	Mel133	901	48hr	Cyclin-D1	1.48459675081065	0.0414826365088267	Good	18.3512239840383
50	Mel133	AK	48hr	Cyclin-D1	3.26894071958837	0.0323699793237275	Good	9.89890594850611
51	Mel133	Nt	48hr	Cyclin-D1	4.83925431510448	0.0625904716516828	Good	0.872109770286771
52	Mel133	PLX	48hr	Cyclin-D1	2.85264037338584	0.133278651336001	Good	1.30458990760371
53	Mel133	SR	48hr	Cyclin-D1	6.08092817339127	0.0765999777859323	Good	1.07948849969848
54	Mel133	St	48hr	Cyclin-D1	4.76239737596934	0.0675716381369414	Good	0.696916514609823
55	Mel133	Tm 	48hr	Cyclin-D1	3.83740507754392	0.0977208269020086	Good	0.379515529918702
56	Mel133	991	48hr	Cyclin-D1	10.3401335568741	0.330369299442435	Undet.	0.614865820101587
57	Mel133	DMSO	5min	Cyclin-D1	2.82383570068981	0.141079406784651	Good	0.33501220025434
58	Mel133	DMSO	15min	Cyclin-D1	2.1414298321256	0.102301774723261	Good	17.3420977730917
