sampleNumber	sampleName	treatment	time	antibody	readout	cv	quality	normReadout
39	A2058	Tm 	12hr	AKT	4.14528406755765	0.0336801113793676	Good	4.72813364007677
40	A2058	991	12hr	AKT	3.79660914484071	0.0385634655591468	Good	4.22940126495177
41	A2058	901	24hr	AKT	2.27428679682942	0.0822908529190678	Good	3.45783611442525
42	A2058	AK	24hr	AKT	2.00269671371444	0.115328007184669	Good	2.94124451309212
43	A2058	Nt	24hr	AKT	1.44030180871973	0.439298891170712	Poor	2.40155975260335
44	A2058	PLX	24hr	AKT	2.07619385487602	0.119661973590919	Good	3.27188927859542
45	A2058	SR	24hr	AKT	2.15187053716042	0.0337810742290924	Good	3.61343874994298
46	A2058	St	24hr	AKT	2.15355498518145	0.0365849611135447	Undet.	3.66022360021306
47	A2058	Tm 	24hr	AKT	2.1695763098464	0.0669256311577517	Good	4.07165064770021
48	A2058	991	24hr	AKT	2.35294563225124	0.0569189358705991	Good	4.96272953655458
49	A2058	901	48hr	AKT	3.51942550921754	0.0455915982889348	Good	5.61164497925194
50	A2058	AK	48hr	AKT	3.90023373012724	0.0628566308307025	Good	7.06484476382492
51	A2058	Nt	48hr	AKT	5.04475674381141	0.0701833972298269	Undet.	11.2721647940159
52	A2058	PLX	48hr	AKT	4.58484118881922	0.0807558838950279	Good	8.35347678554712
53	A2058	SR	48hr	AKT	5.09912154396638	0.0479956922113576	Good	10.5915082677317
54	A2058	St	48hr	AKT	4.99574801255079	0.0460511517444004	Good	12.5170715021899
55	A2058	Tm 	48hr	AKT	5.1896957709776	0.0387270534063694	Good	9.62205012308403
56	A2058	991	48hr	AKT	7.15175772543894	0.031132285196304	Good	15.7324648033714
57	A2058	DMSO	5min	AKT	4.72162332893299	0.0363147310231337	Good	8.15204168275232
