AntibodyLabel,Source,NodeName,Gene_Symbol,Sites,Effect
PROTEIN_KINASE_A_REGULATORY_SUBUNIT_I_ALPHA,MDACC,PRKAR1A,PRKAR1A,NA,c
PRRX1,MDACC,PRRX1,PRRX1,NA,c
PTGES,MDACC,PTGES,PTGES,NA,c
PTPN12,MDACC,PTPN12,PTPN12,NA,c
PUMA,MDACC,Puma,BBC3,NA,c
Puma.wR.C_GBL1115237,MDACC,Puma,BBC3,NA,c
PYGM,MDACC,PYGM,PYGM,NA,c
PYGM.M.C_GBL1115056,MDACC,PYGM,PYGM,NA,c
PYK2,MDACC,PYK2,PTK2B,NA,c
PYK2_PY402,MDACC,PYK2_PY402,PTK2B,Y402,a
Rab 25_RS00267484,MDACC,Rab 25,RAB25,NA,c
RAB11,MDACC,Rab11,RAB11A,NA,c
Rab11,MDACC,Rab11,RAB11A,NA,c
Rab11.R.E_GBL1033832,MDACC,Rab11,RAB11A,NA,c
Rab11.R.E_GBL1113283,MDACC,Rab11,RAB11A,NA,c
Rab11.R.V_GBL9026276,MDACC,Rab11,RAB11A,NA,c
Rab11.wR.E_GBL1115124,MDACC,Rab11,RAB11A,NA,c
RAB25,MDACC,Rab25 ,RAB25,NA,c
Rab25,MDACC,Rab25 ,RAB25,NA,c
Rab.25,MDACC,Rab25 ,RAB25,NA,c
Rab.25 ,MDACC,Rab25 ,RAB25,NA,c
Rab25..449.,MDACC,Rab25 ,RAB25,NA,c
Rab25 (449)_RS00275802,MDACC,Rab25 ,RAB25,NA,c
Rab25.R.C_GBL.9012873,MDACC,Rab25,RAB25,NA,c
Rab25.R.C_GBL.9014283,MDACC,Rab25,RAB25,NA,c
Rab25.R.C_GBL9026277,MDACC,Rab25,RAB25,NA,c
Rab25.R.V_GBL1033850,MDACC,Rab25,RAB25,NA,c
Rab25.R.V_GBL1113311,MDACC,Rab25,RAB25,NA,c
Rab25.wR.V_GBL1115180,MDACC,Rab25,RAB25,NA,c
Rab25(C)_GBL9007942,MDACC,Rab25,RAB25,NA,c
rabbit IgG,MSKCC,rabbit IgG,NA,NA,c
RAC1.CDC42,MDACC,CDC42,RAC1,NA,c
RAC1.CDC42,MDACC,CDC42,CDC42,NA,c
RAD50,MDACC,Rad50,RAD50,NA,c
Rad50,MDACC,Rad50,RAD50,NA,c
Rad50.M.C_GBL.9012896,MDACC,Rad50,RAD50,NA,c
Rad50.M.C_GBL9026320,MDACC,Rad50,RAD50,NA,c
Rad50.M.V_GBL1033904,MDACC,Rad50,RAD50,NA,c
Rad50.M.V_GBL1113368,MDACC,Rad50,RAD50,NA,c
Rad50.M.V_GBL1115170,MDACC,Rad50,RAD50,NA,c
Rad51,MDACC,RAD51,RAD51,NA,c
RAD51,MDACC,RAD51,RAD51,NA,c
RAD51_mouse,MDACC,RAD51,RAD51,NA,c
RAD51_RS00276381 (mouse),MDACC,RAD51,RAD51,NA,c
Rad51.M.C_GBL.9012897,MDACC,Rad51,RAD51,NA,c
Rad51.M.C_GBL9026321,MDACC,Rad51,RAD51,NA,c
Rad51.R.V_GBL1033870,MDACC,Rad51,RAD51,NA,c
Rad51.R.V_GBL1113410,MDACC,Rad51,RAD51,NA,c
Rad51.wR.V_GBL1115132,MDACC,Rad51,RAD51,NA,c
RAD51(mouse)_GBL9008512,MDACC,RAD51,RAD51,NA,c
Raf (phospho.Ser338),MSKCC,Raf_S338,RAF1,S338,a
RAP1A,MDACC,RAP1A,RAP1A,NA,c
RAPGEF5,MDACC,RAPGEF5,RAPGEF5,NA,c
RAPTOR,MDACC,RAPTOR,RPTOR,NA,c
Raptor,MDACC,Raptor,RPTOR,NA,c
Raptor.R.V_GBL1033843,MDACC,Raptor,RPTOR,NA,c
Raptor.R.V_GBL1113304,MDACC,Raptor,RPTOR,NA,c
Raptor.R.V_GBL1114960,MDACC,Raptor,RPTOR,NA,c
RASD2,MDACC,RASD2,RASD2,NA,c
RB,MSKCC,Rb,RB1,NA,c
Rb,MSKCC,Rb,RB1,NA,c
Rb (phospho.Ser780),MSKCC,Rb_pS780,RB1,S780,i
Rb (phospho.Ser780),MSKCC,Rb_pS780,RB1,S780,i
Rb (phospho.Ser807,MSKCC,Rb_pS807,RB1,S807,i
RB_PS807,MDACC,RbpS807,RB1,S807,i
Rb_pS807_RS00273590,MDACC,RbpS807,RB1,S807,i
Rb_pS807_RS00273608,MDACC,RbpS807,RB1,S807,i
Rb_pS807_RS00275587,MDACC,RbpS807,RB1,S807,i
RB_PS807_S811,MDACC,RbpS807S811,RB1,S807|S811,i
Rb_pS807_S811,MDACC,RbpS807S811,RB1,S807|S811,i
Rb_pS807_S811.R.V_GBL.9013910,MDACC,RbpS807S811,RB1,S807|S811,i
Rb_pS807_S811.R.V_GBL1033721,MDACC,RbpS807S811,RB1,S807|S811,i
Rb_pS807_S811.R.V_GBL1113212,MDACC,RbpS807S811,RB1,S807|S811,i
Rb_pS807_S811.R.V_GBL1114900,MDACC,RbpS807S811,RB1,S807|S811,i
Rb_pS807_S811.R.V_GBL9026280,MDACC,RbpS807,RB1,S807|S811,i
RBPS807,MDACC,RbpS807,RB1,S807,i
Rb_pS807,MDACC,RbpS807,RB1,S807,i
Rb_pS807_V,MDACC,RbpS807,RB1,S807,i
Rb_pS807(V)_GBL9008337,MDACC,RbpS807,RB1,S807,i
Rb_RS00273420 (MOUSE),MDACC,Rb,RB1,NA,c
Rb_RS00276608 (mouse),MDACC,Rb,RB1,NA,c
Rb_V_mouse,MDACC,Rb,RB1,NA,c
Rb.M.Q_GBL1115037,MDACC,Rb,RB1,NA,c
Rb.M.QC_GBL1033895,MDACC,Rb,RB1,NA,c
Rb.M.QC_GBL1113355,MDACC,Rb,RB1,NA,c
Rb.M.V_GBL.9012909,MDACC,Rb,RB1,NA,c
Rb.M.V_GBL9026323,MDACC,Rb,RB1,NA,c
Rb(mouse)(V)_GBL9007877,MDACC,Rb,RB1,NA,c
RBM3,MDACC,RBM3,RBM3,NA,c
RBM15,MDACC,RBM15,RBM15,NA,c
RBM15.R.V_GBL1033847,MDACC,RBM15,RBM15,NA,c
RBM15.R.V_GBL1113366,MDACC,RBM15,RBM15,NA,c
RBM15.R.V_GBL1114964,MDACC,RBM15,RBM15,NA,c
RETINOBLASTOMA,MDACC,NA,NA,NA,c
RHEB,MDACC,Rheb,RHEB,NA,c
Rheb,MDACC,Rheb,RHEB,NA,c
Rheb.M.C_GBL1115043,MDACC,Rheb,RHEB,NA,c
Rictor_pT1135,MDACC,RictorpT1135,RICTOR,T1135,i
RICTOR_PT1135,MDACC,RictorpT1135,RICTOR,T1135,i
Rictor_pT1135.R.V_GBL1033845,MDACC,RictorpT1135,RICTOR,T1135,i
Rictor_pT1135.R.V_GBL1113306,MDACC,RictorpT1135,RICTOR,T1135,i
Rictor_pT1135.R.V_GBL1114962,MDACC,RictorpT1135,RICTOR,T1135,i
RICTOR,MDACC,Rictor,RICTOR,NA,c
Rictor,MDACC,Rictor,RICTOR,NA,c
Rictor.R.C_GBL1033844,MDACC,Rictor,RICTOR,NA,c
Rictor.R.C_GBL1113305,MDACC,Rictor,RICTOR,NA,c
Rictor.R.C_GBL1114961,MDACC,Rictor,RICTOR,NA,c
RIP3,MDACC,RIP3,RIPK3,NA,c
RIP,MDACC,RIP,RIPK1,NA,c
RNF123,MDACC,RNF123,RNF123,NA,c
RNF5,MDACC,RNF5,RNF5,NA,c
ROCK.1,MDACC,Rock1,ROCK1,NA,c
ROCK1,MDACC,Rock1,ROCK1,NA,c
Rock.1.R.C_GBL1115029,MDACC,Rock1,ROCK1,NA,c
RPA32,MDACC,RPA32,RPA2,NA,c
RPA32.Rat.C_GBL1115141,MDACC,RPA32RatC,RPA2,NA,c
RPA32.Rat.C_GBL1115141,MDACC,RPA32RatC,RPA3,NA,c
RPA32_pS4_S8,MDACC,RPA32pS4|8,RPA2,S4|S8,a
RPA32_PS4_S8,MDACC,RPA32pS4|8,RPA2,S4|S8,a
RPA32_PS33,MDACC,RPA32pS33,RPA2,S33,a
RSK,MDACC,RSK,RPS6KA1,NA,c
RSK.R.C_GBL1033739,MDACC,RSK,RPS6KA1,NA,c
RSK.R.C_GBL1033739,MDACC,RSK,RPS6KA2,NA,c
RSK.R.C_GBL1033739,MDACC,RSK,RPS6KA3,NA,c
RSK.R.C_GBL1113230,MDACC,RSK,RPS6KA1,NA,c
RSK.R.C_GBL1113230,MDACC,RSK,RPS6KA2,NA,c
RSK.R.C_GBL1113230,MDACC,RSK,RPS6KA3,NA,c
RSK.R.C_GBL1114917,MDACC,RSK,RPS6KA1,NA,c
RSK.R.C_GBL1114917,MDACC,RSK,RPS6KA2,NA,c
RSK.R.C_GBL1114917,MDACC,RSK,RPS6KA3,NA,c
RSK1/RSK2/RSK3,MSKCC,RSK1/RSK2/RSK3,RPS6KA1,NA,c
RSK1/RSK2/RSK3,MSKCC,RSK1/RSK2/RSK3,RPS6KA3,NA,c
RSK1/RSK2/RSK3,MSKCC,RSK1/RSK2/RSK3,RPS6KA2,NA,c
RSK1_2_3,MSKCC,RSK1/RSK2/RSK3,RPS6KA2,NA,c
RRM1,MDACC,RRM1,RRM1,NA,c
RRM2,MDACC,RRM2,RRM2,NA,c
S100A4,MDACC,S100A4,S100A4,NA,c
S6,MSKCC,S6,RPS6,NA,c
S6_PS235,MDACC,S6pS235,RPS6,S235,a
S6 Ribosomal Protein,MSKCC,S6,RPS6,NA,c
S6 Ribosomal protein (phospho.Ser235,MSKCC,S6pS235,RPS6,S235,a
S6_GBL9008330,MDACC,S6,RPS6,NA,c
S6_pS235,MDACC,S6pS235,RPS6,S235,a
S6_pS235_RS00269157,MDACC,S6pS235,RPS6,S235,a
S6_pS235_RS00275818,MDACC,S6pS235,RPS6,S235,a
S6_PS235_S236,MDACC,S6pS235S236,RPS6,S235|S236,a
S6_pS235_S236,MDACC,S6pS235S236,RPS6,S235|S236,a
S6_pS235_S236.R.V_GBL.9013911,MDACC,S6pS235S236,RPS6,S235|S236,a
S6_pS235_S236.R.V_GBL1033723,MDACC,S6pS235S236,RPS6,S235|S236,a
S6_pS235_S236.R.V_GBL1113214,MDACC,S6pS235S236,RPS6,S235|S236,a
S6_pS235_S236.R.V_GBL1114902,MDACC,S6pS235S236,RPS6,S235|S236,a
S6_pS235_S236.R.V_GBL9026281,MDACC,S6pS235,RPS6,S235|S236,a
S6_pS235_V,MDACC,S6pS235,RPS6,S235,a
S6_pS235(V)_GBL9008331,MDACC,S6pS235,RPS6,S235,a
S6_PS240,MDACC,S6pS240,RPS6,S240,a
S6_pS240,MDACC,S6pS240,RPS6,S240,a
S6_pS240_RS00269158,MDACC,S6pS240,RPS6,S240,a
S6_pS240_RS00275819,MDACC,S6pS240,RPS6,S240,a
S6_PS240_S244,MDACC,S6pS240S244,RPS6,S240|S244,a
S6_pS240_S244,MDACC,S6pS240S244,RPS6,S240|S244,a
S6_pS240_S244.R.V_GBL.9013912,MDACC,S6pS240S244,RPS6,S240|S244,a
S6_pS240_S244.R.V_GBL1033724,MDACC,S6pS240S244,RPS6,S240|S244,a
S6_pS240_S244.R.V_GBL1113215,MDACC,S6pS240S244,RPS6,S240|S244,a
S6_pS240_S244.R.V_GBL1114903,MDACC,S6pS240S244,RPS6,S240|S244,a
S6_pS240_S244.R.V_GBL9026282,MDACC,S6pS240,RPS6,S240|S244,a
S6_pS240_V,MDACC,S6pS240,RPS6,S240,a
S6_pS240(V)_GBL9008558,MDACC,S6pS240,RPS6,S240,a
S6_RS00269159,MDACC,S6,RPS6,NA,c
S6_RS00275804,MDACC,S6,RPS6,NA,c
SAPK/JNK (phospho.Thr182,MDACC,JNK_pT182,MAPK8,T182,NA
SAPK/JNK (phospho.Thr182,MDACC,JNK_pT182,MAPK8,T182,NA
SCD1,MDACC,SCD,SCD,NA,c
SCD,MDACC,SCD,SCD,NA,c
SCD.M.V_GBL1033945,MDACC,SCD,SCD,NA,c
SCD.M.V_GBL1113392,MDACC,SCD,SCD,NA,c
SCD.wM.V_GBL1115079,MDACC,SCD,SCD,NA,c
SDHA,MDACC,SDHA,SDHA,NA,c
SDHA.R.V_GBL1114998,MDACC,SDHA,SDHA,NA,c
SETD2,MDACC,SETD2,SETD2,NA,c
SETD2.R.QC_GBL1033820,MDACC,SETD2,SETD2,NA,c
SETD2.R.QC_GBL1113271,MDACC,SETD2,SETD2,NA,c
SETD2.wR.Q_GBL1115120,MDACC,SETD2,SETD2,NA,c
SEPTIN9,MDACC,SEPTIN9,SEPTIN9,NA,c
SF2,MDACC,SF2,SRSF1,NA,c
SF2.M.V_GBL1033906,MDACC,SF2,SRSF1,NA,c
SF2.M.V_GBL1113370,MDACC,SF2,SRSF1,NA,c
SF2.M.V_GBL1115049,MDACC,SF2,SRSF1,NA,c
SFRP1,MDACC,SFRP1,SFRP1,NA,c
SGK_pS78,MDACC,SGKpS78,SGK1,S78,a
SGK_pS78_RS00267495,MDACC,SGKpS78,SGK1,S78,a
SGK_pS78_RS00267495,MDACC,SGKpS78,SGK2,S78,a
SGK_pS78_RS00267495,MDACC,SGKpS78,SGK3,S78,a
SGK,MDACC,SGK,SGK1,NA,c
SGK_RS00267494,MDACC,SGK,SGK1,NA,c
SGK_RS00267494,MDACC,SGK,SGK2,NA,c
SGK_RS00267494,MDACC,SGK,SGK3,NA,c
SGK_RS00273766,MDACC,SGK,SGK1,NA,c
SGK_RS00273766,MDACC,SGK,SGK2,NA,c
SGK_RS00273766,MDACC,SGK,SGK3,NA,c
SHC_PY317,MDACC,SHCpY317,SHC1,Y317,a
Shc_pY317,MDACC,SHCpY317,SHC1,Y317,a
SHC_pY317,MDACC,SHCpY317,SHC1,Y317,a
SHC_pY317_GBL9008349,MDACC,SHCpY317,SHC1,Y317,a
SHC_pY317_GBL9008349,MDACC,SHCpY317,SHC2,Y317,a
SHC_pY317_GBL9008349,MDACC,SHCpY317,SHC3,Y317,a
SHC_pY317_GBL9008349,MDACC,SHCpY317,SHC4,Y317,a
Shc_pY317.R.V_GBL1033791,MDACC,ShcpY317,SHC1,Y317,a
Shc_pY317.R.V_GBL1033791,MDACC,ShcpY317,SHC2,Y317,a
Shc_pY317.R.V_GBL1033791,MDACC,ShcpY317,SHC3,Y317,a
Shc_pY317.R.V_GBL1033791,MDACC,ShcpY317,SHC4,Y317,a
Shc_pY317.R.V_GBL1113268,MDACC,ShcpY317,SHC1,Y317,a
Shc_pY317.R.V_GBL1113268,MDACC,ShcpY317,SHC2,Y317,a
Shc_pY317.R.V_GBL1113268,MDACC,ShcpY317,SHC3,Y317,a
Shc_pY317.R.V_GBL1113268,MDACC,ShcpY317,SHC4,Y317,a
Shc_pY317.wR.V_GBL1115119,MDACC,ShcpY317,SHC1,Y317,a
Shc_pY317.wR.V_GBL1115119,MDACC,ShcpY317,SHC2,Y317,a
Shc_pY317.wR.V_GBL1115119,MDACC,ShcpY317,SHC3,Y317,a
Shc_pY317.wR.V_GBL1115119,MDACC,ShcpY317,SHC4,Y317,a
SHH,MDACC,SHH,SHH,NA,c
SHIP,MDACC,SHIP,INPP5D,NA,c
SHP1,MDACC,SHP1,PTPN6,NA,c
SHP2,MDACC,SHP2,PTPN11,NA,c
SHP2_PY542,MDACC,SHP2_PY542,PTPN11,Y542,i
SHP.2_pY542,MDACC,SHP2pY542,PTPN11,Y542,i
SHP.2_pY542.R.C_GBL1114974,MDACC,SHP2pY542,PTPN11,Y542,i
SLC1A5,MDACC,SLC1A5,SLC1A5,NA,c
SIFN11,MDACC,SLFN11,SLFN11,NA,c
Slfn11,MDACC,SLFN11,SLFN11,NA,c
SLFN11,MDACC,SLFN11,SLFN11,NA,c
SLAMF4,MDACC,SLAMF4,CD244,NA,c
SLAMF6,MDACC,SLAMF6,SLAMF6,NA,c
SLP76,MDACC,SLP76,LCP2,NA,c
SMACDIABO,MDACC,SMACDIABO,DIABLO,NA,c
SMAC_DIABO(mouse)_GBL9008360,MDACC,SMACDIABO,DIABLO,NA,c
SMAC,MDACC,Smac,DIABLO,NA,c
Smac,MDACC,Smac,DIABLO,NA,c
Smac.M.Q_GBL1115038,MDACC,Smac,DIABLO,NA,c
Smac.M.QC_GBL1033896,MDACC,Smac,DIABLO,NA,c
Smac.M.QC_GBL1113356,MDACC,Smac,DIABLO,NA,c
Smac.M.V_GBL.9012910,MDACC,Smac,DIABLO,NA,c
Smac.M.V_GBL9026324,MDACC,Smac,DIABLO,NA,c
SMAD1,MDACC,SMAD1,SMAD1,NA,c
Smad1,MDACC,SMAD1,SMAD1,NA,c
SMAD1_GBL9008322,MDACC,SMAD1,SMAD1,NA,c
Smad1.R.V_GBL1033782,MDACC,Smad1,SMAD1,NA,c
Smad1.R.V_GBL1113259,MDACC,Smad1,SMAD1,NA,c
Smad1.R.V_GBL1114929,MDACC,Smad1,SMAD1,NA,c
Smad1.R.V_GBL9026283,MDACC,Smad1,SMAD1,NA,c
Smad3,MDACC,SMAD3,SMAD3,NA,c
SMAD3,MDACC,SMAD3,SMAD3,NA,c
Smad3 (phospho.Ser423,MDACC,SMAD3_pS423,SMAD3,S423,a
SMAD3_GBL9008320,MDACC,SMAD3,SMAD3,NA,c
SMAD3_PS423,MDACC,SMAD3_pS423,SMAD3,S423,a
SMAD3_pS423,MDACC,SMAD3_pS423,SMAD3,S423,a
SMAD3_pS423_GBL9008321,MDACC,SMAD3_pS423,SMAD3,S423,a
SMAD3_pS423_RS00273412,MDACC,SMAD3_pS423,SMAD3,S423,a
SMAD3_pS423_RS00275691,MDACC,SMAD3_pS423,SMAD3,S423,a
SMAD3_RS00273411,MDACC,SMAD3,SMAD3,NA,c
SMAD3_RS00275870,MDACC,SMAD3,SMAD3,NA,c
SMAD3.pS423/5,MSKCC,SMAD3_pS423,SMAD3,S423|S425,a
Smad3.R.V_GBL.9013914,MDACC,Smad3,SMAD3,NA,c
Smad3.R.V_GBL1033743,MDACC,Smad3,SMAD3,NA,c
Smad3.R.V_GBL1113234,MDACC,Smad3,SMAD3,NA,c
Smad3.R.V_GBL1114920,MDACC,Smad3,SMAD3,NA,c
Smad3.R.V_GBL9026284,MDACC,Smad3,SMAD3,NA,c
SMAD4,MDACC,Smad4,SMAD4,NA,c
Smad4,MDACC,Smad4,SMAD4,NA,c
Smad4.M.V_GBL.9012911,MDACC,Smad4,SMAD4,NA,c
Smad4.M.V_GBL1033947,MDACC,Smad4,SMAD4,NA,c
Smad4.M.V_GBL1113388,MDACC,Smad4,SMAD4,NA,c
Smad4.M.V_GBL1115075,MDACC,Smad4,SMAD4,NA,c
Smad4.M.V_GBL9026325,MDACC,Smad4,SMAD4,NA,c
SMAD4(mouse)_GBL9008361,MDACC,SMAD4,SMAD4,NA,c
SMAD6,MDACC,SMAD6,SMAD6,NA,c
SMAD6_GBL9008323,MDACC,SMAD6,SMAD6,NA,c
SMOOTH_MUSCLE_ACTIN,MDACC,ACTA2,ACTA2,NA,c
SNAIL,MDACC,Snail,SNAI2,NA,c
Snail,MDACC,Snail,SNAI2,NA,c
Snail.M.C_GBL.9012912,MDACC,Snail,SNAI2,NA,c
Snail.M.C_GBL9026326,MDACC,Snail,SNAI2,NA,c
Snail.M.Q_GBL1115039,MDACC,Snail,SNAI2,NA,c
Snail.M.QC_GBL1033897,MDACC,Snail,SNAI2,NA,c
Snail.M.QC_GBL1113357,MDACC,Snail,SNAI2,NA,c
SOD1,MDACC,SOD1,SOD1,NA,c
SOD2,MDACC,SOD2,SOD2,NA,c
SOD2.R.V_GBL1114996,MDACC,SOD2,SOD2,NA,c
SPIB,MDACC,SPIB,SPIB,NA,c
SPARC,MDACC,SPARC,SPARC,NA,c
SOCS2,MDACC,SOCS2,SOCS2,NA,c
SOX2,MDACC,SOX2,SOX2,NA,c
Sox2,MDACC,SOX2,SOX2,NA,c
SOX10,MDACC,SOX10,SOX10,NA,c
Src (family) (phospho.Tyr416),MSKCC,Src_pY416,SRC,Y416,a
Src (phospho.Tyr527),MSKCC,Src_pY527,SRC,Y527,i
SRC,MDACC,SRC,SRC,NA,c
Src,MDACC,SRC,SRC,NA,c
SRC_GBL9008559,MDACC,SRC,SRC,NA,c
Src..phospho.Y416.,MDACC,SRCpY416,SRC,Y416,a
SRC_PY416,MDACC,SRCpY416,SRC,Y416,a
Src_pY416,MDACC,SRCpY416,SRC,Y416,a
SRC_pY416,MDACC,SRCpY416,SRC,Y416,a
SRC_pY416_C,MDACC,SRCpY416,SRC,Y416,a
SRC_pY416_RS00273494,MDACC,SRCpY416,SRC,Y416,a
SRC_pY416_RS00275866,MDACC,SRCpY416,SRC,Y416,a
Src_pY416.R.C_GBL.9013915,MDACC,SrcpY416,SRC,Y416,a
Src_pY416.R.C_GBL1033725,MDACC,SrcpY416,SRC,Y416,a
Src_pY416.R.C_GBL1113216,MDACC,SrcpY416,SRC,Y416,a
Src_pY416.R.C_GBL9026285,MDACC,SrcpY416,SRC,Y416|Y419,a
Src_pY416.wR.C_GBL1115109,MDACC,SrcpY416,SRC,Y416,a
SRC_PY527,MDACC,SRCpY527,SRC,Y527,i
Src_pY527,MDACC,SRCpY527,SRC,Y527,i
SRC_pY527,MDACC,SRCpY527,SRC,Y527,i
SRC_pY527_RS00273509,MDACC,SRCpY527,SRC,Y527,i
SRC_pY527_RS00276027,MDACC,SRCpY527,SRC,Y527,i
SRC_pY527_V,MDACC,SrcpY527,SRC,Y527,i
Src_pY527.R.V_GBL.9013916,MDACC,SrcpY527,SRC,Y527,i
Src_pY527.R.V_GBL1033726,MDACC,SrcpY527,SRC,Y527,i
Src_pY527.R.V_GBL1113217,MDACC,SrcpY527,SRC,Y527,i
Src_pY527.R.V_GBL1114904,MDACC,SrcpY527,SRC,Y527,i
Src_pY527.R.V_GBL9026286,MDACC,SrcpY527,SRC,Y527|Y530,i
SRC_pY527(V)_GBL9008359,MDACC,SRCpY527,SRC,Y527,i
SRC,MDACC,SRC,SRC,NA,c
SRC_RS00273421 (MOUSE),MDACC,SRC,SRC,NA,c
SRC_RS00273425,MDACC,SRC,SRC,NA,c
SRC_RS00275855 (better) ,MDACC,SRC,SRC,NA,c
SRC_RS00276609 (mouse),MDACC,SRC,SRC,NA,c
SRC_V_mouse,MDACC,Src,SRC,NA,c
Src.M.V_GBL.9012913,MDACC,Src,SRC,NA,c
Src.M.V_GBL1033898,MDACC,Src,SRC,NA,c
Src.M.V_GBL1113358,MDACC,Src,SRC,NA,c
Src.M.V_GBL1115040,MDACC,Src,SRC,NA,c
Src.M.V_GBL9026327,MDACC,Src,SRC,NA,c
SRC(mouse)(V)_GBL9007878,MDACC,SRC,SRC,NA,c
Stat1 (phospho.Ser727),MSKCC,STAT1_pS727,STAT1,S727,a
Stat1 (phospho.Tyr701),MSKCC,STAT1_PY701,STAT1,Y701,a
Stat3,MDACC,STAT3,STAT3,NA,c
ST8SIA1,MDACC,ST8SIA1,ST8SIA1,NA,c
STAT3,MDACC,STAT3,STAT3,NA,c
AMPA_RECEPTOR,MDACC,AMPAR,GRIA1,NA,c
AMPA_RECEPTOR,MDACC,AMPAR,GRIA2,NA,c
AMPA_RECEPTOR,MDACC,AMPAR,GRIA3,NA,c
AMPA_RECEPTOR,MDACC,AMPAR,GRIA4,NA,c
Stat3 (phospho.Tyr705),MSKCC,Stat3_pY705,STAT3,Y705,a
STAT3_PY705,MSKCC,Stat3_pY705,STAT3,Y705,a
STAT3_GBL9007984,MDACC,STAT3,STAT3,NA,c
STAT3_pS727,MDACC,STAT3pS727,STAT3,S727,a
STAT3_pS727_GBL9007982,MDACC,STAT3pS727,STAT3,S727,a
STAT3_PY727,MDACC,STAT3pT727,STAT3,T727,a
STAT3_pT727,MDACC,STAT3pT727,STAT3,T727,a
STAT3_pT727_RS00273711,MDACC,STAT3pT727,STAT3,T727,a
STAT3_pT727_RS00275582,MDACC,STAT3pT727,STAT3,T727,a
STAT3_pY705_RS00273429,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_pY705_RS00273600,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_pY705_RS00273762,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_pY705_RS00275583,MDACC,STAT3pY705,STAT3,Y705,a
Stat3_pY705,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_pY705,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_pY705_V,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_pY705.R.V_GBL.9013917,MDACC,STAT3pY705,STAT3,Y705,a
Stat3_pY705.R.V_GBL1033727,MDACC,Stat3pY705,STAT3,Y705,a
Stat3_pY705.R.V_GBL1113218,MDACC,Stat3pY705,STAT3,Y705,a
STAT3_pY705.R.V_GBL9026287,MDACC,STAT3pY705,STAT3,Y705,a
Stat3_pY705.wR.V_GBL1115110,MDACC,Stat3pY705,STAT3,Y705,a
STAT3_pY705(V)_GBL9008396,MDACC,STAT3pY705,STAT3,Y705,a
STAT3_RS00273713,MDACC,STAT3,STAT3,NA,c
STAT3_RS00275584,MDACC,STAT3,STAT3,NA,c
Stat3.R.C_GBL1114975,MDACC,Stat3,STAT3,NA,c
STAT_PY694,MDACC,STAT5pY694,STAT5A,Y694,a
STAT_PY694,MDACC,STAT5pY694,STAT5B,Y694,a
STAT5_PY694,MDACC,STAT5pY694,STAT5A,Y694,a
STAT5_pY694,MDACC,STAT5pY694,STAT5A,Y694,a
STAT5_pY694_GBL9008365,MDACC,STAT5pY694,STAT5A,Y694,a
STAT5_pY694_GBL9008365,MDACC,STAT5pY694,STAT5B,Y694,a
STAT5_pY694_RS00273574,MDACC,STAT5pY694,STAT5A,Y694,a
STAT5_pY694_RS00273574,MDACC,STAT5pY694,STAT5B,Y694,a
STAT5_pY694_RS00275857,MDACC,STAT5pY694,STAT5A,Y694,a
STAT5_pY694_RS00275857,MDACC,STAT5pY694,STAT5B,Y694,a
STAT5,MDACC,STAT5,STAT5A,NA,c
STAT5,MDACC,STAT5,STAT5B,NA,c
STAT5_RS00275856,MDACC,STAT5,STAT5A,NA,c
STAT5_RS00275856,MDACC,STAT5,STAT5B,NA,c
STAT5_V,MDACC,STAT5,STAT5A,NA,c
STAT5_V,MDACC,STAT5,STAT5B,NA,c
STAT5ALPHA,MDACC,STAT5ALPHA,STAT5A,NA,c
STAT5.alpha,MDACC,STAT5ALPHA,STAT5A,NA,c
STAT5.ALPHA.R.V_GBL.9013918,MDACC,STAT5ALPHA,STAT5A,NA,c
STAT5.alpha.R.V_GBL9026288,MDACC,STAT5a,STAT5A,NA,c
STAT5(V)_GBL9007985,MDACC,STAT5,STAT5A,NA,c
STAT5(V)_GBL9007985,MDACC,STAT5,STAT5B,NA,c
Stat5a,MDACC,Stat5a,STAT5A,NA,c
STAT5.a,MDACC,Stat5a,STAT5A,NA,c
Stat5a.R.V_GBL1033728,MDACC,Stat5a,STAT5A,NA,c
Stat5a.R.V_GBL1113219,MDACC,Stat5a,STAT5A,NA,c
Stat5a.R.V_GBL1114905,MDACC,Stat5a,STAT5A,NA,c
Stat6 (phospho.Tyr641),MSKCC,STAT3_pY641,STAT6,Y641,a
STAT6_PY641,MDACC,STAT6pY641,STAT6,Y641,a
STAT6_pY641,MDACC,STAT6pY641,STAT6,Y641,a
STAT6_pY641_GBL9007987,MDACC,STAT6pY641,STAT6,Y641,a
STAT6_pY641_RS00267487,MDACC,STAT6pY641,STAT6,Y641,a
STAT6_pY641_RS00275710,MDACC,STAT6pY641,STAT6,Y641,a
STATHMIN,MDACC,Stathmin,STMN1,NA,c
Stathmin,MDACC,Stathmin,STMN1,NA,c
Stathmin_RS00273604,MDACC,Stathmin,STMN1,NA,c
Stathmin_RS00275695,MDACC,Stathmin,STMN1,NA,c
Stathmin_V,MDACC,Stathmin,STMN1,NA,c
Stathmin.1,MDACC,Stathmin1,STMN1,NA,c
